claim_id,question,family,subject,measures,text,clause,citation,quoted_value,source_task,verdict_source,inherited_verdict,gate_evidence,gate_lint,gate_identification,gate_consistency,status,blocked_by,reason,audience,action,falsifier,depends_on,notes
distinct-colocation,tech_stack,distinctiveness,google:Colocation,share of skilled postings against the other five companies pooled,"Google asks for Colocation in 0.7% of its skilled postings against 0.1% across the other five, a difference of 0.0055",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=Colocation,0.0055,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=Colocation,False,True,True,False,True,refused,identification,False -> refused,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
distinct-nosql,tech_stack,distinctiveness,google:NoSQL,share of skilled postings against the other five companies pooled,"Google asks for NoSQL in 8.0% of its skilled postings against 2.0% across the other five, a difference of 0.0594",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=NoSQL,0.0594,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=NoSQL,True,True,True,True,True,published,,True -> published,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
distinct-shell,tech_stack,distinctiveness,google:Shell,share of skilled postings against the other five companies pooled,"Google asks for Shell in 2.4% of its skilled postings against 0.8% across the other five, a difference of 0.0153",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=Shell,0.0153,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=Shell,True,True,True,True,True,published,,True -> published,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
distinct-mongodb,tech_stack,distinctiveness,google:MongoDB,share of skilled postings against the other five companies pooled,"Google asks for MongoDB in 3.6% of its skilled postings against 1.4% across the other five, a difference of 0.0221",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=MongoDB,0.0221,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=MongoDB,True,True,True,True,True,published,,True -> published,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
distinct-javascript,tech_stack,distinctiveness,google:JavaScript,share of skilled postings against the other five companies pooled,"Google asks for JavaScript in 12.4% of its skilled postings against 4.7% across the other five, a difference of 0.0765",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=JavaScript,0.0765,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=JavaScript,True,True,True,True,True,published,,True -> published,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
distinct-sap,tech_stack,distinctiveness,google:SAP,share of skilled postings against the other five companies pooled,"Google asks for SAP in 3.2% of its skilled postings against 1.3% across the other five, a difference of 0.0191",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=SAP,0.0191,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=SAP,True,True,True,True,True,published,,True -> published,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
distinct-express,tech_stack,distinctiveness,google:Express,share of skilled postings against the other five companies pooled,"Google asks for Express in 2.5% of its skilled postings against 1.1% across the other five, a difference of 0.0149",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=Express,0.0149,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=Express,True,True,True,True,True,published,,True -> published,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
distinct-microstrategy,tech_stack,distinctiveness,google:MicroStrategy,share of skilled postings against the other five companies pooled,"Google asks for MicroStrategy in 0.7% of its skilled postings against 0.3% across the other five, a difference of 0.0038",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=MicroStrategy,0.0038,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=MicroStrategy,False,True,True,False,True,refused,identification,False -> refused,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
distinct-oracle,tech_stack,distinctiveness,google:Oracle,share of skilled postings against the other five companies pooled,"Google asks for Oracle in 3.4% of its skilled postings against 1.4% across the other five, a difference of 0.0196",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=Oracle,0.0196,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=Oracle,True,True,True,True,True,published,,True -> published,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
distinct-go,tech_stack,distinctiveness,google:Go,share of skilled postings against the other five companies pooled,"Google asks for Go in 15.9% of its skilled postings against 7.5% across the other five, a difference of 0.0843","Benjamini-Hochberg controlled across the whole skill vocabulary; this is the company's own product, so the mention is self-referential",task-06-tables/skill-distinctiveness-google.csv#diff@skill=Go,0.0843,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=Go,True,True,True,True,True,published,,True -> published,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,self-referential
distinct-tensorflow,tech_stack,distinctiveness,google:TensorFlow,share of skilled postings against the other five companies pooled,"Google asks for TensorFlow in 12.0% of its skilled postings against 5.9% across the other five, a difference of 0.0609","Benjamini-Hochberg controlled across the whole skill vocabulary; this is the company's own product, so the mention is self-referential",task-06-tables/skill-distinctiveness-google.csv#diff@skill=TensorFlow,0.0609,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=TensorFlow,True,True,True,True,True,published,,True -> published,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,self-referential
distinct-ubuntu,tech_stack,distinctiveness,google:Ubuntu,share of skilled postings against the other five companies pooled,"Google asks for Ubuntu in 0.2% of its skilled postings against 0.1% across the other five, a difference of 0.0004",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=Ubuntu,0.0004,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=Ubuntu,False,True,True,False,True,refused,identification,False -> refused,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
